181.54866781377427,-10080.200832029092,-4802.178692954264,-369793.05445502343,-1634.9733531397674,-2917.8412330995193,28305.43727933477,47225.98198925112,-1931.598121072758,-714.7576746131399,-1360.6077885292289,-7926.068128309173,-1324.7950253582044,-5059.369377885202,-1178.6874265035472,-4399.657195197563,2127.9627862179727,-5442.968258050324,-3733.3702234061752,7819.218655315986,5637.781061526759,-972.2374466554766,19974.404007017805,-5444.641453315271,-4183.122120679197,-5456.692982096518,160491.52940900114,-8538.572490945942,23279.31045991597,-3744.4754037024904,-4125.728491173401,-6180.020877430976,64964.86764979802,-3683.4583582815767,-1194.2688568596257,-1769.6652320640044,-3156.353386062001,-6001.755881345663,-5411.462450038855,-2307.494388644249,14668.24402833456,-5975.463049452042,-3281.836446940369,-19023.001243856972,-6276.5149191923965,-4636.586349905199,-828.1945312192721,-57338.658430411146,32842.94198262061,8080.125914476627,-1991.0241022492994,-4248.990982474295,-5374.061199725163,-6225.137721196836,-4021.225706543844,-4101.385564293322,2132.8243095925827,3969.140172656258,26780.349345547747,5471.932548018837,-8195.111753647861,-3000.40047615045,-5917.364475945572,-6184.473807070197,67921.1097552594,-1216.3095647244704,-76742.74644506112,-542.4967796806758,-22.377264523913254,-5807.002046612762,-4052.839918244791,-5222.374939407461,127038.08406381536,626.6866961286503,-2738.1008256875007,-1188.8688614043308,-8438.498777412693,-1429.241818304845,-8523.371590194736,-7110.1270843018365,1132.1186895742753,-4106.7544066469345,-2871.1613499956375,7925.809155567922,-6107.142120429945,36156.39417665763,-2254.40048430658,-1499.501832112165,-1853.3680489691128,-4089.459117739189,-6423.200899527392,-4285.505599839495,545.4722298854983,720.0508089526485,-19028.60008975283,-1959.595493408864,757.799630379242,-4850.444350510231,-1116.418484176112,-2593.536349346326
-111.57406956554993,-263.45136448619166,-1.2855532247940182,-1.2866907870381632,-6.208272773098814,-2.0672039946603977,-8.609594791927584,-33.76995768692346,-222.77700323497362,-2.4301259224640166,-6.722396167120715,-77.00515934322114,-11.695236006033984,-3.1286063450461015,-197.49615880536808,-7.643540580425553,-2.8197672096800472,-2.832108654639547,-104.38641530554656,-3.1345216397456,-9.876402751400963,-156.2603457907549,-30.403779149068068,-84.11907108076208,-6.247015511150593,-1194.9722756210388,-63.80117571971726,-596.4987189414501,-3.889199180753452,-141.8067034286963,-4.796054758221067,-529.0301673722774,-3.036729537872972,-2.8950084727282723,-16.033142752349583,-67.75866101967952,-17.73020178259249,-239.8692240763918,-5.185770175748831,-381.3643414549598
-1.9573750125882239,1.0359105054088966,0.9566761773373587,-0.035211670188238176
